"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"1",6.1270095,2.7432267,4.92137128064516,3.62556823870968,2.8292516516129,2.33763094193548,4.27893662903226,1.22500668387097,5.60192840967742,3.83899976774194,2.65574542903226,0.812557412903226,4.17220145806452,1.3614373483871,2.12548598709677,3.63331832258065,0.797487593548387,1.85062948709677,0.491240777419355,3.89088760645161,4.94274828064516,3.4067171,2.19977450967742,1.04982966774194,3.17382818387097,1.77883017741935,0.512589922580645,2.14773036774194,5.08360364516129,3.64482325483871,2.5178477483871,2.14133753225806,5.3789539516129,4.28750731612903,4.3579153,1.74350592258065
"2",1.32150459032258,1.20217256129032,0.343806519354839,4.94302258709677,1.20415313548387,0.996409167741935,8.66526466451613,2.30294207419355,1.81469322258065,2.64059612580645,0.293807632258064,1.06432702258065,5.40750261612903,1.87822457419355,3.12732344193548,0.980448574193548,3.62019009677419,6.67296136774194,0.495506777419355,2.44913287096774,1.7738857516129,2.57554353225806,1.57658596129032,3.21828967096774,1.84920086774194,0.0426555612903226,0.727296532258064,3.90738773548387,1.0681821,2.22927566451613,3.09237111612903,0,1.13170424516129,1.60202223225806,7.4709275483871,1.57051753548387
"3",2.46272290967742,0.741901141935484,0.501065580645161,2.75483205806452,1.05434941290323,0.554728170967742,3.20354155806452,0.864758541935484,0.569510593548387,5.46042024516129,1.3208034516129,3.55188991290323,0.876274587096774,2.74685558387097,4.14324438387097,1.87515950322581,9.69349615806452,5.88577636774194,0.561783038709677,5.20092222580645,4.27295138064516,1.48540796774194,6.1679675516129,2.13857992903226,2.3054933483871,0.681061683870968,2.37124483548387,2.44027435483871,0.837829906451613,1.5276551516129,1.10829106451613,1.64185280645161,3.78339722903226,4.53728143548387,3.90027201290323,4.1207717516129
"4",3.81367882903226,0.591021535483871,0.931630022580645,3.06195402903226,1.16309747419355,4.68153519032258,2.92293746129032,1.24471954516129,2.4828738516129,6.9307246483871,2.61207634516129,0.797375729032258,1.65502901290323,6.36409593548387,4.96342914193548,4.44951436451613,1.91314860645161,3.61131044516129,0.590357158064516,3.18600674516129,3.72990622580645,3.17762174193548,1.73064261290323,2.03872123225806,1.09057799354839,0.305619567741935,4.48278818387097,4.64586464516129,1.98076869032258,5.11458343548387,4.24048066451613,0.250803025806452,0.580747796774194,3.94405938064516,4.44729770645161,0.956416232258065
"5",1.48095465806452,3.77048282258065,5.18548806129032,1.54866787741935,5.37397583870968,3.32087141290323,2.09138696129032,2.15667870645161,5.59385790645161,1.37238559677419,1.76956776774194,1.65755913548387,0.9791697,1.1328967516129,1.42954663548387,3.07508967741936,1.45729836129032,1.08286056774194,2.13846591290323,2.59044130322581,2.54820031935484,5.04549257741935,0.402561058064516,1.40119102580645,1.49638641290323,2.59240352258064,2.44147190967742,1.66988880645161,4.12013647419355,2.15930121612903,5.58898993225806,2.27254012258064,5.37911304193548,1.90854371935484,5.52471320967742,0.968629125806452
"6",13.4245615150703,5.77968935287269,4.69742804573675,11.9652211806452,4.42500440967742,10.8499850064516,7.30389488492438,4.14370525806452,5.22188153548387,4.743575,5.62789084193548,12.8575147451613,6.46952106082331,12.8902738423885,3.84457554193548,3.16102883225806,7.94935420645161,6.71123224516129,7.61222659652048,10.0486826175938,7.39735851517856,4.95774569354839,4.68146640645161,6.20405022903226,6.23458517116431,7.46379178387097,10.1032315126991,10.6107168967742,5.42967923225806,4.96237665806452,2.00780526201515,7.82360822613721,5.10634692903226,2.51918685806452,7.02278074193548,4.25560967741936
"7",6.43294164423436,4.50970830257847,10.1994124148417,8.30649389032258,5.73113091612903,9.19787626129032,10.4361068119489,6.94744846535852,5.58687900967742,3.79341139032258,5.63933718064516,4.68931493225806,10.109649535217,2.19158215483871,5.88430773989253,6.8195129,5.44580108064516,3.1032486483871,8.2451711387596,7.60182006380621,9.75828461469338,2.86304823548387,6.84205096451613,3.14345738064516,12.4945283567781,2.87723726774194,6.54632147318326,5.71335144193548,5.95971963870968,5.08140867419355,9.59201658775372,4.94936581738788,2.13478476451613,4.87809682580645,7.44326499354839,6.15327227741935
"8",8.88222521615119,7.37521058557963,5.57819098387097,3.09233647741935,3.66953983548387,4.76978494516129,8.23518138399344,2.01193036774194,4.01428151935484,8.03730882258064,5.35548705483871,4.8193758516129,7.83179717963619,4.12536805886377,9.60489554794074,4.92141382580645,6.7278533483871,6.50073117741935,9.90616205192193,6.77444261343852,4.70546532963924,7.62786889354839,11.1314319967742,6.3583776,4.54757777430744,14.791063968189,4.82045479140841,8.90268095483871,3.01093952258065,5.08448189032258,1.90973708713944,6.57276601022463,10.1336018870968,3.13388969354839,6.7997759483871,5.39867405483871
"9",8.4032065,4.27215438460525,8.14277774781837,7.13814635483871,9.37176325483871,5.56943297096774,9.78650797917635,4.19239996774194,3.91045340967742,7.66280831612903,2.76672038387097,4.18591699032258,7.72454098376102,5.64747085607228,8.33662484336519,4.62171835806452,2.7410444,9.25890283225806,9.68110098956599,8.59340639033951,4.20892689769699,5.77107105806452,7.9728223,10.4329777612903,3.24230775051434,7.35734595940937,6.14909849332678,9.55465471612903,5.80825004193548,6.1978026,4.60248002314497,5.64510092493316,13.6107951354839,3.25818669354839,4.86924899032258,7.26096875806452
"10",7.2565732675619,4.09058444996714,5.43788114791096,7.85476305483871,6.22833323870968,10.9889855096774,3.85675985881403,4.15126655971409,5.57401682141352,8.31868563225806,8.51349430967742,4.87022823225806,6.43386170482219,6.09319006130389,9.63108356519283,6.26733871935484,8.45436511290323,3.32143010967742,9.6405783925153,6.29399057589025,15.1427568716279,4.72279470645161,3.61185803548387,3.4659651516129,4.1094412393933,10.7282142290323,8.4139208680712,8.83292705806452,5.53415567419355,4.2413549516129,6.12772118205042,4.58149276590423,8.11387703225807,2.62029058064516,7.37339019354839,7.60106908387097
"11",56.9608863208778,11.0559325045669,9.08993378556784,11.9179280493725,5.31366536774194,10.1513615580645,42.6097124511653,19.3213161758236,19.9422548031948,15.4942704897951,8.06501560645161,8.29912964193548,15.7655820078836,20.8416949390265,19.3320315755026,16.4834229251328,20.1174053064516,10.1559204354839,17.1215881273854,15.5759295680705,15.8340442964222,12.0386098820798,4.99208868709677,8.42380789677419,12.1017320230448,22.2016206453319,13.0225548070433,7.85224983268434,11.1361373709677,12.7200940258065,18.9446668776983,8.57604943498584,8.65470740322733,11.074407073302,8.16002542258065,8.82088288709677
"12",32.1340248877964,13.6194046144552,15.7927090048198,20.4268392676033,11.2957731741935,8.32106882580645,36.225454808055,14.1350285517509,22.7697743913499,17.4226798609326,8.90302598387097,12.4148255935484,13.4667297177714,10.7174381871953,20.3652727988632,16.3196613053217,8.55769709677419,6.29431248709677,13.9256701767037,14.3835348787931,19.7412232693928,13.928383192491,9.35277340645161,5.4777144516129,15.8108794788566,12.676184807404,7.83153893305779,5.94967325483871,9.31401263548387,16.6053890032258,15.9183359431529,12.8218550370181,15.3117306700884,12.0725340702355,6.40257546774194,6.56056342580645
"13",14.802910799067,14.6156408045883,9.28313696029642,11.0393370178082,6.59153279354839,5.79599857096774,31.0564493169777,9.86815082768227,8.82428081732169,11.3790448772646,8.82364228709677,13.7257516032258,23.1728368169244,13.1646550129771,22.6786588238693,10.5187276648467,9.18122217419355,6.38270976129032,22.0633382688921,14.2982232369733,15.4043356039633,16.7855502693709,6.44386544193548,7.75682640967742,13.1655988300977,12.9760769824794,10.6532872345122,11.2171752096514,17.8303292677419,9.26074388064516,17.3608873349744,9.20863171705013,15.6986474105998,12.8314564343851,3.42120354516129,5.25387388064516
"14",33.3587545146136,13.0882831870272,15.8202531764173,12.4596006843859,6.94670502258065,10.3778988548387,21.1560029871851,12.7475776910686,18.206377269256,9.22012903706492,7.87125678709677,6.57616634516129,17.063059712148,14.1565589180227,15.0372635629554,8.63220163282052,10.1972888645161,8.43531247419355,12.9294681961844,12.4082764350257,11.106154933873,13.4334586605226,4.9856328,8.04178119354839,16.4691807047283,15.1063009650492,19.2075503815403,10.0235870529996,7.04617919677419,6.3632054483871,11.8262977529778,15.963414219407,13.1947733891926,12.2119561991431,7.95333651612903,9.51469748387097
